"","claim_no","pmt_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","payment_time","payment_period","payment_size","payment_inflated","payment_delay"
"1",1,1,1,0.734094301005825,232310.088224719,1.1312854778268,32.3674173196877,7.35058875220568,8,13226.3398289859,13716.514232071,5.48520897337305
"2",1,2,1,0.734094301005825,232310.088224719,1.1312854778268,32.3674173196877,13.9899231629976,14,15685.8585026047,16810.7553791495,6.63933441079195
"3",1,3,1,0.734094301005825,232310.088224719,1.1312854778268,32.3674173196877,25.0514289131987,26,14643.2846078561,16576.7791442298,11.0615057502011
"4",1,4,1,0.734094301005825,232310.088224719,1.1312854778268,32.3674173196877,31.7358904312183,32,170041.893329633,198970.851788638,6.68446151801961
"5",1,5,1,0.734094301005825,232310.088224719,1.1312854778268,32.3674173196877,34.2327970985203,35,18712.7119556397,22168.6229215171,2.49690666730197
"6",2,1,1,0.333071983419359,237675.124401531,1.26498979300132,29.0440407182777,4.72448577453395,5,14014.0537763859,14345.6961163425,3.12642399811328
"7",2,2,1,0.333071983419359,237675.124401531,1.26498979300132,29.0440407182777,8.50470459958804,9,14287.560868102,14901.9661885533,3.78021882505409
"8",2,3,1,0.333071983419359,237675.124401531,1.26498979300132,29.0440407182777,17.7261544050731,18,12934.4535420094,14120.825246161,9.22144980548509
"9",2,4,1,0.333071983419359,237675.124401531,1.26498979300132,29.0440407182777,26.1014228537328,27,181930.074695223,207025.421612681,8.37526844865971
"10",2,5,1,0.333071983419359,237675.124401531,1.26498979300132,29.0440407182777,30.6421024946984,31,14508.9815198101,16885.6881251911,4.54067964096558
"11",3,1,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,4.2881031999221,5,1470.37290226338,1773.10304370258,1.91030550090193
"12",3,2,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,5.63191968552161,6,1886.78868764291,2412.73585299136,1.34381648559952
"13",3,3,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,7.44465843930241,8,2188.79567165271,3029.44431067639,1.8127387537808
"14",3,4,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,8.42073162982625,9,2006.1273514934,2897.5005059134,0.976073190523843
"15",3,5,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,9.07799835291981,10,68871.7819886152,102369.065554606,0.657266723093557
"16",3,6,1,0.515063329832628,83559.5742285117,1.86273436918754,7.14990482746594,9.52770252648611,10,7135.70762684408,10816.6127557675,0.449704173566296
"17",4,1,1,0.743974646320567,227599.310365716,0.723528650145772,16.4129205391022,2.94827219070051,3,9886.19440214797,10031.5503661028,1.48076889423417
"18",4,2,1,0.743974646320567,227599.310365716,0.723528650145772,16.4129205391022,7.60029232710035,8,13057.8259784919,13558.50580322,4.65202013639984
"19",4,3,1,0.743974646320567,227599.310365716,0.723528650145772,16.4129205391022,12.2227930096175,13,11704.1363992851,12434.2302238457,4.62250068251719
"20",4,4,1,0.743974646320567,227599.310365716,0.723528650145772,16.4129205391022,16.9911141953229,17,178428.93783954,194087.209207521,4.76832118570531
"21",4,5,1,0.743974646320567,227599.310365716,0.723528650145772,16.4129205391022,17.8804238355685,18,14522.2157462513,15866.3329476506,0.889309640245688
"22",5,1,1,0.619159240042791,119227.153292604,3.18392391053399,3.70886262482996,4.78478177936872,5,5870.75907123202,6840.82334362983,0.981698628791935
"23",5,2,1,0.619159240042791,119227.153292604,3.18392391053399,3.70886262482996,5.3122343202378,6,6896.32443960897,8172.46354685261,0.527452540869082
"24",5,3,1,0.619159240042791,119227.153292604,3.18392391053399,3.70886262482996,6.32582380066436,7,4949.75739606812,6058.82108005669,1.01358948042656
"25",5,4,1,0.619159240042791,119227.153292604,3.18392391053399,3.70886262482996,7.19170843302109,8,94467.4408448141,118878.984676596,0.865884632356724
"26",5,5,1,0.619159240042791,119227.153292604,3.18392391053399,3.70886262482996,7.51194577540675,8,7042.87154088044,8954.01233672995,0.320237342385658
"27",6,1,1,0.62624534452334,25381.2015577064,1.4779049096403,4.78517764504711,2.97772411265287,3,2034.17701915687,2449.92414255758,0.873573858489235
"28",6,2,1,0.62624534452334,25381.2015577064,1.4779049096403,4.78517764504711,4.20529916502677,5,2337.71994219486,3039.84553000435,1.22757505237389
"29",6,3,1,0.62624534452334,25381.2015577064,1.4779049096403,4.78517764504711,4.87401269834997,5,2109.34237812069,2859.8511071697,0.668713533323205
