"","claim_no","claim_size","txn_time","txn_delay","txn_type","incurred","OCL","cumpaid","multiplier"
"1",1,232310.088224719,1.86537977883263,0,"Ma",31291.711833911,31291.711833911,0,1
"2",1,232310.088224719,7.35058875220568,5.48520897337305,"P",31291.711833911,17575.19760184,13716.5142320709,NA
"3",1,232310.088224719,13.9899231629976,12.124543384165,"PMi",32133.968011811,1606.69840059055,30527.2696112205,0.941404900423986
"4",1,232310.088224719,14.2300482826022,12.3646685037696,"Ma",133072.857153438,102545.587542217,30527.2696112205,7.74879774820279
"5",1,232310.088224719,14.4090330866428,12.5436533078102,"Ma",314565.316682401,284038.04707118,30527.2696112205,2.36176417146829
"6",1,232310.088224719,25.0514289131987,23.1860491343661,"PMi",305376.388238284,258272.339482833,47104.0487554502,0.912470362890856
"7",1,232310.088224719,31.0169653955885,29.1515856167559,"Mi",266440.143286688,219336.094531238,47104.0487554502,0.819221652803123
"8",1,232310.088224719,31.7358904312183,29.8705106523857,"P",266440.143286688,20365.2427426002,246074.900544088,NA
"9",1,232310.088224719,34.2327970985203,32.3674173196877,"PMi",268243.523465605,0,268243.523465605,0.880513567024636
"10",2,237675.124401531,1.59806177642067,0,"Ma",36188.9811215866,36188.9811215866,0,1
"11",2,237675.124401531,4.72448577453395,3.12642399811328,"P",36188.9811215866,21843.2850052441,14345.6961163424,NA
"12",2,237675.124401531,8.28340186199289,6.68534008557222,"Mi",41866.9497924785,27521.2536761361,14345.6961163424,1.19754286991112
"13",2,237675.124401531,8.50470459958804,6.90664282316737,"P",41866.9497924785,12619.2874875828,29247.6623048957,NA
"14",2,237675.124401531,10.8840971849344,9.28603540851375,"Mi",45651.0395274281,16403.3772225324,29247.6623048957,1.2535874820455
"15",2,237675.124401531,17.7261544050731,16.1280926286525,"P",45651.0395274281,2282.5519763714,43368.4875510567,NA
"16",2,237675.124401531,19.5848949020853,17.9868331256646,"Ma",254121.406507213,210752.918956156,43368.4875510567,8.85529714396802
"17",2,237675.124401531,26.1014228537328,24.5033610773122,"PMi",267279.597288929,16885.6881251911,250393.909163738,1.02217318911141
"18",2,237675.124401531,30.6421024946984,29.0440407182777,"P",267279.597288929,0,267279.597288929,NA
"19",3,83559.5742285117,2.37779769902017,0,"Ma",85901.4752731718,85901.4752731718,0,1
"20",3,83559.5742285117,4.2881031999221,1.91030550090193,"PMi",106836.880527705,105063.777484002,1773.10304370259,1.23200745975967
"21",3,83559.5742285117,5.63191968552161,3.25412198650145,"P",106836.880527705,102651.041631011,4185.83889669395,NA
"22",3,83559.5742285117,5.86536523551838,3.48756753649821,"Mi",128193.44199249,124007.603095796,4185.83889669395,1.19833664422839
"23",3,83559.5742285117,7.44465843930241,5.06686074028224,"PMi",128588.84641463,121373.56320726,7215.28320737034,0.995112780459685
"24",3,83559.5742285117,7.7941395273506,5.41634182833043,"Mi",123298.462023657,116083.178816287,7215.28320737034,0.95465630249488
"25",3,83559.5742285117,8.42073162982625,6.04293393080609,"P",123298.462023657,113185.678310373,10112.7837132837,NA
"26",3,83559.5742285117,9.07799835291981,6.70020065389964,"P",123298.462023657,10816.6127557675,112481.849267889,NA
"27",3,83559.5742285117,9.52770252648611,7.14990482746594,"P",123298.462023657,0,123298.462023657,NA
"28",4,227599.310365716,1.46750329646634,0,"Ma",21494.5314556355,21494.5314556355,0,1
"29",4,227599.310365716,2.94827219070051,1.48076889423417,"P",21494.5314556355,11462.9810895327,10031.5503661028,NA
"30",4,227599.310365716,7.60029232710035,6.13278903063401,"PMi",24831.6380729713,1241.58190364856,23590.0561693227,1.22633859566598
"31",4,227599.310365716,9.90432579135799,8.43682249489165,"Ma",105455.073543349,81865.0173740263,23590.0561693227,5.48019728538264
"32",4,227599.310365716,10.4624120534737,8.99490875700736,"Ma",281586.975358073,257996.91918875,23590.0561693227,2.66284062824757
"33",4,227599.310365716,12.2227930096175,10.7552897131512,"P",281586.975358073,245562.688964904,36024.2863931684,NA
"34",4,227599.310365716,16.9911141953229,15.5236108988565,"PMi",245977.82854834,15866.3329476506,230111.495600689,0.823131208918052
"35",4,227599.310365716,17.8804238355685,16.4129205391022,"P",245977.82854834,0,245977.82854834,NA
"36",5,119227.153292604,3.80308315057678,0,"Ma",16174.2729178727,16174.2729178727,0,1
"37",5,119227.153292604,4.78478177936872,0.981698628791935,"P",16174.2729178727,9333.44957424284,6840.82334362984,NA
"38",5,119227.153292604,5.3122343202378,1.50915116966102,"PMi",15803.4598847184,790.172994235918,15013.2868904825,0.947667229111817
"39",5,119227.153292604,5.86904605084922,2.06596290027244,"Ma",55072.3849840386,40059.0980935561,15013.2868904825,4.97755405649355
"40",5,119227.153292604,6.32582380066436,2.52274065008758,"PMi",54455.0273498854,33382.9193793463,21072.1079705391,0.98151829645087
"41",5,119227.153292604,6.6694426592847,2.86635950870792,"Ma",158281.079815923,137208.971845384,21072.1079705391,2.90169812179658
"42",5,119227.153292604,7.19170843302109,3.3886252824443,"PMi",148905.104983865,8954.01233672994,139951.092647135,0.92886412394916
"43",5,119227.153292604,7.51194577540675,3.70886262482996,"P",148905.104983865,0,148905.104983865,NA
"44",6,25381.2015577064,2.10415025416364,0,"Ma",39678.2183722158,39678.2183722158,0,1
"45",6,25381.2015577064,2.97772411265287,0.873573858489235,"PMi",40289.8870200037,37839.9628774462,2449.92414255758,1.01103377715684
"46",6,25381.2015577064,4.20529916502677,2.10114891086313,"PMi",38841.0612453568,33351.2915727949,5489.76967256193,0.955492587260764
"47",6,25381.2015577064,4.21595600935485,2.11180575519121,"Mi",41704.6892369968,36214.9195644348,5489.76967256193,1.08579661065389
"48",6,25381.2015577064,4.87401269834997,2.76986244418633,"P",41704.6892369968,33355.0684572651,8349.62077973163,NA
"49",6,25381.2015577064,6.05521809406544,3.9510678399018,"PMi",36055.9121830955,2362.34253599227,33693.5696471033,0.820848937091091
"50",6,25381.2015577064,6.88932789921074,4.78517764504711,"P",36055.9121830955,0,36055.9121830955,NA
"51",7,737645.049017927,2.56764768968496,0,"Ma",70431.700634547,70431.700634547,0,1
"52",7,737645.049017927,6.87941207111497,4.31176438143001,"PMi",83386.9954175231,74618.9915035318,8768.0039139913,1.15893658348927
"53",7,737645.049017927,8.41115386106593,5.84350617138097,"P",83386.9954175231,66955.3943279115,16431.6010896116,NA
"54",7,737645.049017927,9.5179945221193,6.95034683243434,"Mi",96668.7471562686,80237.1460666571,16431.6010896116,1.17963014284329
"55",7,737645.049017927,10.1192425090147,7.55159481932979,"Mi",108125.847286262,91694.2461966506,16431.6010896116,1.13878527314977
"56",7,737645.049017927,10.4458899724249,7.87824228273996,"PMi",109102.510274763,84629.5818053994,24472.9284693639,1.0087287240399
"57",7,737645.049017927,13.864033658326,11.296385968641,"Mi",120797.760686822,96324.8322174583,24472.9284693639,1.1142425866283
"58",7,737645.049017927,14.0177896270648,11.4501419373799,"PMi",128875.585015788,96772.6986814372,32102.8863343507,1.08284221497406
"59",7,737645.049017927,14.1488494651225,11.5812017754375,"Mi",114814.027893359,82711.141559008,32102.8863343507,0.85392545417716
"60",7,737645.049017927,16.2883286634654,13.7206809737804,"PMi",101783.498411972,62125.0036976952,39658.4947142769,0.829491974435263
"61",7,737645.049017927,16.5836585715723,14.0160108818873,"Mi",97407.2110480694,57748.7163337925,39658.4947142769,0.927265997926574
"62",7,737645.049017927,17.2630782767846,14.6954305870996,"Mi",100205.139519934,60546.644805657,39658.4947142769,1.04262341144676
