"","claim_no","pmt_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","payment_time","payment_period","payment_size","payment_inflated","payment_delay"
"1",1,1,1,0.734094301005825,232310.088224719,1.1312854778268,23.2149260620516,5.79954355514057,6,13226.3398289859,13611.5926829483,3.93416377630794
"2",1,2,1,0.734094301005825,232310.088224719,1.1312854778268,23.2149260620516,10.5614822642268,11,15685.8585026047,16527.8336630305,4.76193870908627
"3",1,3,1,0.734094301005825,232310.088224719,1.1312854778268,23.2149260620516,18.4951408440754,19,14643.2846078561,16047.3694197175,7.93365857984852
"4",1,4,1,0.734094301005825,232310.088224719,1.1312854778268,23.2149260620516,23.2894461287008,24,170041.893329633,190822.350558786,4.79430528462541
"5",1,5,1,0.734094301005825,232310.088224719,1.1312854778268,23.2149260620516,25.0803058408843,26,18712.7119556397,21186.560964451,1.79085971218349
"6",2,1,1,0.333071983419359,237675.12440153,1.26498979300132,22.1491962898109,3.982295412886,4,14014.0537763859,14293.0820178753,2.38423363646533
"7",2,2,1,0.333071983419359,237675.12440153,1.26498979300132,22.1491962898109,6.86511773043874,7,14287.560868102,14781.4960447389,2.88282231755273
"8",2,3,1,0.333071983419359,237675.12440153,1.26498979300132,22.1491962898109,13.8974622929428,14,12934.4535420094,13855.6921646761,7.03234456250409
"9",2,4,1,0.333071983419359,237675.12440153,1.26498979300132,22.1491962898109,20.284502810087,21,181930.074695223,201148.616523857,6.38704051714413
"10",2,5,1,0.333071983419359,237675.12440153,1.26498979300132,22.1491962898109,23.7472580662316,24,14508.9815198101,16319.0379397055,3.46275525614462
"11",3,1,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,5.00475535669095,6,1470.37290226338,1507.25915129854,2.62695765767078
"12",3,2,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,6.85270533415955,7,1886.78868764291,1951.89690065857,1.84794997746861
"13",3,3,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,9.34549402599588,10,2188.79567165271,2292.44241214139,2.49278869183632
"14",3,4,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,10.6877416094757,11,2006.1273514934,2115.13261730093,1.34224758347979
"15",3,5,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,11.5915823043528,12,68871.7819886152,72939.6575146222,0.903840694877127
"16",3,6,1,0.515063329832628,83559.5742285117,1.86273436918754,9.83219554634636,12.2099932453665,13,7135.70762684408,7580.34648662047,0.618410941013741
"17",4,1,1,0.743974646320567,227599.310365716,0.723528650145772,16.911998989939,2.99329890267545,3,9886.19440214797,10033.7867662914,1.52579560620911
"18",4,2,1,0.743974646320567,227599.310365716,0.723528650145772,16.911998989939,7.78677606967534,8,13057.8259784919,13571.0290263818,4.79347716699989
"19",4,3,1,0.743974646320567,227599.310365716,0.723528650145772,16.911998989939,12.5498361653772,13,11704.1363992851,12454.3785242428,4.76306009570185
"20",4,4,1,0.743974646320567,227599.310365716,0.723528650145772,16.911998989939,17.463150824047,18,178428.93783954,194541.300303386,4.91331465866977
"21",4,5,1,0.743974646320567,227599.310365716,0.723528650145772,16.911998989939,18.3795022864053,19,14522.2157462513,15905.5834152332,0.916351462358374
"22",5,1,1,0.619159240042791,119227.153292604,3.18392391053399,7.71951786730017,5.84636187827321,6,5870.75907123202,6043.16130853776,2.04327872769643
"23",5,2,1,0.619159240042791,119227.153292604,3.18392391053399,7.71951786730017,6.94418612394164,7,6896.32443960897,7137.53059996699,1.09782424566842
"24",5,3,1,0.619159240042791,119227.153292604,3.18392391053399,7.71951786730017,9.05384153470764,10,4949.75739606812,5176.66500169218,2.10965541076601
"25",5,4,1,0.619159240042791,119227.153292604,3.18392391053399,7.71951786730017,10.8560684076441,11,94467.4408448141,99683.4737004373,1.8022268729365
"26",5,5,1,0.619159240042791,119227.153292604,3.18392391053399,7.71951786730017,11.522601017877,12,7042.87154088044,7456.30825464969,0.666532610232807
"27",6,1,1,0.62624534452334,25381.2015577064,1.4779049096403,6.16762868013517,3.23010201259235,4,2034.17701915687,2066.96727919039,1.12595175842871
"28",6,2,1,0.62624534452334,25381.2015577064,1.4779049096403,6.16762868013517,4.81232688733159,5,2337.71994219486,2394.08293553451,1.58222487473924
"29",6,3,1,0.62624534452334,25381.2015577064,1.4779049096403,6.16762868013517,5.67423360696772,6,2109.34237812069,2169.43640603847,0.861906719636137
"30",6,4,1,0.62624534452334,25381.2015577064,1.4779049096403,6.16762868013517,7.1966925031982,8,17363.6278302828,17993.4178973085,1.52245889623047
"31",6,5,1,0.62624534452334,25381.2015577064,1.4779049096403,6.16762868013517,8.27177893429881,9,1536.33438795119,1600.55436978286,1.07508643110061
"32",7,1,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,6.20035065076332,7,8474.41452500798,8738.57712915228,3.63270296107836
"33",7,2,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,7.49085784079602,8,7351.03222716726,7628.76071111886,1.2905071900327
"34",7,3,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,9.20514258431798,10,7636.04768093088,7992.08480098754,1.71428474352196
"35",7,4,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,12.2145023971985,13,7118.41477819836,7562.14489913833,3.00935981288052
"36",7,5,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,14.1274533729754,15,6970.25767906769,7475.21115675793,1.91295097577685
"37",7,6,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,16.7140572767696,17,8455.74556780279,9185.18372212365,2.58660390379421
"38",7,7,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,19.1632657465687,20,8231.49058699723,9050.66166243173,2.44920846979913
"39",7,8,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,21.6687000552981,22,7461.35538018793,8306.27606823054,2.50543430872941
"40",7,9,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,24.9018071391801,25,6856.77873206652,7756.39807088517,3.23310708388202
"41",7,10,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,27.6977336351158,28,594678.650084084,682077.40589772,2.7959264959357
"42",7,11,1,0.217157698236406,737645.049017927,2.35048999144855,26.1225690365517,28.6902167262367,29,74410.8617764166,85767.2592650317,0.992483091120842
"43",8,1,1,0.216567310970277,914.999385317056,3.87752614652598,0.733098683325989,4.52037267208929,5,481.436603538724,492.332042443565,0.426279214593037
"44",8,2,1,0.216567310970277,914.999385317056,3.87752614652598,0.733098683325989,4.82719214082224,5,433.562781778332,444.048762908494,0.306819468732953
"45",9,1,1,0.388945028651506,252648.34712316,1.11388674338382,12.9729600599546,4.19763021096729,5,11421.6065636056,11661.442663102,2.69479843893196
"46",9,2,1,0.388945028651506,252648.34712316,1.11388674338382,12.9729600599546,6.76406193652025,7,12343.8045842925,12764.1547654409,2.56643172555296
"47",9,3,1,0.388945028651506,252648.34712316,1.11388674338382,12.9729600599546,10.2107005702343,11,11466.1268467372,12060.6353428523,3.44663863371401
"48",9,4,1,0.388945028651506,252648.34712316,1.11388674338382,12.9729600599546,13.413277995287,14,193980.840151243,207299.359211293,3.20257742505272
"49",9,5,1,0.388945028651506,252648.34712316,1.11388674338382,12.9729600599546,14.47579183199,15,23435.9689772819,25177.1454287035,1.06251383670298
"50",10,1,1,0.942455691983923,129154.978521579,1.56710427780783,9.95860043402748,6.52487570673766,7,9655.04604305504,9972.01934052873,4.01531573694591
"51",10,2,1,0.942455691983923,129154.978521579,1.56710427780783,9.95860043402748,8.48476481294255,9,8603.39487233503,8972.47929817155,1.95988910620489
"52",10,3,1,0.942455691983923,129154.978521579,1.56710427780783,9.95860043402748,11.3674826577003,12,95866.4252507806,101416.14754866,2.88271784475778
"53",10,4,1,0.942455691983923,129154.978521579,1.56710427780783,9.95860043402748,12.4681604038192,13,15030.112355408,15987.0858592192,1.10067774611891
"54",11,1,1,0.962608013767749,80201.2921797119,1.00489007608759,12.0919600265673,5.83250710870684,6,8552.58556343582,8803.13918492771,3.8650090188515
"55",11,2,1,0.962608013767749,80201.2921797119,1.00489007608759,12.0919600265673,10.0482981495636,11,12134.7250048434,12753.6416879044,4.21579104085677
"56",11,3,1,0.962608013767749,80201.2921797119,1.00489007608759,12.0919600265673,12.9866195261258,13,52361.8120430181,55838.8489237887,2.93832137656217
"57",11,4,1,0.962608013767749,80201.2921797119,1.00489007608759,12.0919600265673,14.0594581164226,15,7152.16956841464,7667.71992300661,1.0728385902968
