"","claim_no","claim_size","txn_time","txn_delay","txn_type","incurred","OCL","cumpaid","multiplier"
"1",1,138026.812684583,0.772275320775444,0,"Ma",188769.490666249,188769.490666249,0,1
"2",1,138026.812684583,1.43815284881891,0.665877528043471,"PMi",195480.717348687,194112.588926284,1368.12842240284,1.03214438615636
"3",1,138026.812684583,2.54775155683602,1.77547623606057,"PMi",231656.569487974,228877.728953529,2778.84053444453,1.17982757042568
"4",1,138026.812684583,3.22182800550072,2.44955268472527,"P",231656.569487974,227666.419524645,3990.14996332878,NA
"5",1,138026.812684583,3.44105040401238,2.66877508323693,"P",231656.569487974,226114.869456016,5541.70003195758,NA
"6",1,138026.812684583,3.82646311582268,3.05418779504723,"PMi",251645.67369216,244754.799871697,6890.87382046255,1.08137944462775
"7",1,138026.812684583,4.32155623137224,3.5492809105968,"PMi",216741.234952219,208422.651589245,8318.58336297365,0.855222333376994
"8",1,138026.812684583,5.09068904359118,4.31841372281573,"PMi",213153.458952752,203445.339480067,9708.11947268505,0.978899319164848
"9",1,138026.812684583,5.7599088124572,4.98763349168175,"P",213153.458952752,202018.008855525,11135.4500972272,NA
"10",1,138026.812684583,6.60753565820911,5.83526033743367,"PMi",166234.189388328,153446.981902637,12787.2074856912,0.761591001869972
"11",1,138026.812684583,7.34342466960758,6.57114934883213,"PMi",142748.809661197,128627.305885141,14121.5037760551,0.843564947951005
"12",1,138026.812684583,7.87903422242821,7.10675890165276,"P",142748.809661197,127161.297432275,15587.5122289214,NA
"13",1,138026.812684583,8.18997656136947,7.41770124059402,"P",142748.809661197,125552.277563192,17196.5320980048,NA
"14",1,138026.812684583,8.81202254174391,8.03974722096847,"P",142748.809661197,124192.52215701,18556.2875041866,NA
"15",1,138026.812684583,9.50840095068168,8.73612562990624,"P",142748.809661197,122698.012015539,20050.7976456575,NA
"16",1,138026.812684583,10.2042334384273,9.43195811765189,"P",142748.809661197,8455.42806713263,134293.381594064,NA
"17",1,138026.812684583,10.8920102395092,10.1197349187338,"PMi",144754.464162875,0,144754.464162875,0.939073483844095
"18",2,141214.443704319,1.47687974763059,0,"Ma",30901.6454205279,30901.6454205279,0,1
"19",2,141214.443704319,2.99915898468919,1.5222792370586,"PMi",30965.7907254067,27337.1770635336,3628.61366187314,0.994552248842227
"20",2,141214.443704319,5.39240671994032,3.91552697230974,"P",30965.7907254067,24118.5855176777,6847.20520772906,NA
"21",2,141214.443704319,6.1852290587641,4.70834931113351,"PMi",28599.2025917798,18492.2417712884,10106.9608204914,0.883320340191463
"22",2,141214.443704319,7.71540130128186,6.23852155365128,"PMi",31363.7813077254,18367.4246331584,12996.356674567,1.13669973278301
"23",2,141214.443704319,8.14876110127259,6.671881353642,"Ma",162223.206024541,149226.849349974,12996.356674567,5.16122534159511
"24",2,141214.443704319,9.18277164920597,7.70589190157538,"PMi",173424.249137846,157515.934985326,15908.3141525199,1.06912661735955
"25",2,141214.443704319,9.56354759057173,8.08666784294114,"PMi",167059.715228601,148214.713387017,18845.0018415842,0.957596924812756
"26",2,141214.443704319,11.1447325863603,9.66785283872971,"PMi",152785.916750736,130392.244361428,22393.6723893084,0.895657301582685
"27",2,141214.443704319,12.1760514191072,10.6991716714766,"PMi",149171.365776565,122939.976376176,26231.3894003892,0.966453257524312
"28",2,141214.443704319,13.5803956937437,12.1035159461131,"P",149171.365776565,8700.06397780133,140471.301798763,NA
"29",2,141214.443704319,14.3984673600562,12.9215876124256,"PMi",150347.023803169,0,150347.023803169,0.946039918860541
"30",3,39717.4717230039,2.94199072266942,0,"Ma",4837.51349169778,4837.51349169778,0,1
"31",3,39717.4717230039,4.80199935263756,1.86000862996814,"PMi",6451.95552607639,4191.10702683071,2260.84849924568,1.32150885458477
"32",3,39717.4717230039,5.54401834125638,2.60202761858696,"Mi",7322.33102698105,5061.48252773537,2260.84849924568,1.20126577391728
"33",3,39717.4717230039,6.43021566337821,3.48822494070879,"P",7322.33102698105,2905.27984181825,4417.0511851628,NA
"34",3,39717.4717230039,7.17129779843305,4.22930707576363,"Ma",42064.7498382084,37647.6986530456,4417.0511851628,5.6986269976385
"35",3,39717.4717230039,7.78067131360682,4.8386805909374,"PMi",41146.1674924184,34459.1236627069,6687.04382971147,0.972308399791191
"36",3,39717.4717230039,9.39164381138803,6.44965308871861,"P",41146.1674924184,32092.8025874584,9053.36490495997,NA
"37",3,39717.4717230039,10.7891675108586,7.84717678818914,"P",41146.1674924184,3057.34697329614,38088.8205191223,NA
"38",3,39717.4717230039,11.87348997834,8.93149925567061,"PMi",41750.6610699207,0,41750.6610699207,0.92380605568867
"39",4,108182.326885781,1.86845390630536,0,"Ma",44351.7532677284,44351.7532677284,0,1
"40",4,108182.326885781,3.70899524491365,1.84054133860829,"PMi",59656.102240843,53398.3130012782,6257.78923956486,1.33286707165823
"41",4,108182.326885781,4.24578040563334,2.37732649932798,"Mi",89067.6189909256,82809.8297513607,6257.78923956486,1.54636818195053
"42",4,108182.326885781,7.0500199311438,5.18156602483844,"Mi",94942.8283300853,88685.0390905204,6257.78923956486,1.05514129845678
