"","claim_no","pmt_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","payment_time","payment_period","payment_size","payment_inflated","payment_delay"
"1",1,1,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,6.66648358076337,7,8828.67010283205,9124.90843113003,2.48335663175061
"2",1,2,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,7.64680759390509,8,9500.76198906489,9867.32432461195,0.980324013141721
"3",1,3,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,9.25585910262303,10,8433.72261543536,8829.16854759339,1.60905150871794
"4",1,4,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,11.0955147445944,12,10462.8044604907,11053.6050248004,1.83965564197133
"5",1,5,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,12.2331449236081,13,8537.23957033358,9070.24995897838,1.13763017901371
"6",1,6,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,13.6505973164254,14,8228.60963080643,8803.91478087172,1.41745239281734
"7",1,7,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,16.2268398576925,17,8436.2323094708,9141.90982075752,2.57624254126712
"8",1,8,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,18.600755418392,19,7251.88532242359,7951.39540795871,2.37391556069943
"9",1,9,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,19.5212808520732,20,8522.99094210452,9387.79546639944,0.920525433681284
"10",1,10,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,22.1364703441958,23,7032.02386236345,7846.4768469479,2.61518949212254
"11",1,11,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,23.4464312896819,24,7323.79487563542,8225.21021462619,1.30996094548611
"12",1,12,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,25.0124547029038,26,683600.172158744,773713.215750955,1.56602341322185
"13",1,13,1,0.734094301005825,914214.872838366,3.44903264800693,22.0728618316477,26.2559887806605,27,138055.964998661,157219.597215242,1.24353407775672
"14",2,1,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,0.626342631708055,1,3551.91496353936,3562.94586133358,0.257988800102955
"15",2,2,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,3.11849247678721,4,3074.82719329242,3122.66651306178,2.49214984507915
"16",2,3,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,4.72911332367873,5,2949.12929373087,3018.98954987145,1.61062084689152
"17",2,4,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,6.22044144898382,7,3017.14090606357,3111.50002799992,1.49132812530509
"18",2,5,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,7.06384198836315,8,3185.0605682394,3298.41471317961,0.843400539379328
"19",2,6,1,0.333071983419359,139185.716484475,0.0352818481857417,15.7117433289642,8.84243945739717,9,2594.8972292145,2711.01416547967,1.77859746903402
