"","claim_no","claim_size","txn_time","txn_delay","txn_type","incurred","OCL","cumpaid","multiplier"
"1",1,232310.088224719,1.86537977883263,0,"Ma",31173.6218493529,31173.6218493529,0,1
"2",1,232310.088224719,5.79364230947611,3.92826253064348,"P",31173.6218493529,17562.4268238493,13611.1950255036,NA
"3",1,232310.088224719,10.5484381104987,8.68305833166612,"PMi",31724.1698978469,1586.20849489234,30137.9614029545,0.955343398108408
"4",1,232310.088224719,10.720405033653,8.85502525482036,"Ma",114246.197744838,84108.2363418836,30137.9614029545,7.74879774820279
"5",1,232310.088224719,10.848585984038,8.98320620520536,"Ma",269993.854882153,239855.893479199,30137.9614029545,2.36176417146829
"6",1,232310.088224719,17.6748894139291,15.8095096350965,"Mi",275433.648515826,245295.687112872,30137.9614029545,0.984520400720339
"7",1,232310.088224719,18.4701962024775,16.6048164236449,"PMi",250741.234579457,204557.885361949,46183.3492175073,0.895319341077286
"8",1,232310.088224719,23.257310029176,21.3919302503433,"P",250741.234579457,13765.8912321009,236975.343347356,NA
"9",1,232310.088224719,25.0454834517912,23.1801036729585,"PMi",258158.25219702,0,258158.25219702,0.938162875166601
"10",2,237675.124401531,1.59806177642067,0,"Ma",40184.0343865238,40184.0343865238,0,1
"11",2,237675.124401531,3.9787190624313,2.38065728601063,"P",40184.0343865238,25891.2054294816,14292.8289570423,NA
"12",2,237675.124401531,6.85721714650771,5.25915537008703,"P",40184.0343865238,11110.2875232698,29073.746863254,NA
"13",2,237675.124401531,11.0493714823644,9.45130970594373,"Mi",45187.5511302825,16113.8042670285,29073.746863254,1.2644292590195
"14",2,237675.124401531,13.879013192168,12.2809514157474,"P",45187.5511302825,2259.37755651412,42928.1735737683,NA
"15",2,237675.124401531,15.2943759547637,13.696314178343,"Ma",263561.464334244,220633.290760475,42928.1735737683,8.85529714396802
"16",2,237675.124401531,20.2564731485365,18.6584113721158,"PMi",257568.722695719,13519.8430966337,244048.879599085,0.944509746840847
"17",2,237675.124401531,23.3670404101472,21.7689786337265,"Mi",260365.233610614,16316.3540115288,244048.879599085,0.912555858879761
"18",2,237675.124401531,23.7140342717969,22.1159724953762,"P",260365.233610614,0,260365.233610614,NA
"19",3,83559.5742285117,2.37779769902017,0,"Ma",40231.3672344456,40231.3672344456,0,1
"20",3,83559.5742285117,4.20492639989541,1.82712870087524,"Mi",47592.2311980085,47592.2311980085,-6.82121026329696e-13,1.17231107675771
"21",3,83559.5742285117,4.61192828013282,2.23413058111265,"Mi",54201.6346363976,54201.6346363976,-6.82121026329696e-13,1.13658323871292
"22",3,83559.5742285117,4.8613599626592,2.48356226363903,"Mi",70556.8447456265,70556.8447456265,-6.82121026329696e-13,1.30014107183955
"23",3,83559.5742285117,5.00081492020444,2.62301722118427,"PMi",83863.578397293,82356.3486489406,1507.22974835246,1.18777561270523
"24",3,83559.5742285117,6.84599297270684,4.46819527368668,"P",83863.578397293,80404.5166099056,3459.06178738742,NA
"25",3,83559.5742285117,8.80755241907462,6.42975472005445,"Mi",91049.4283831438,87590.3665957563,3459.06178738742,1.06823016913066
"26",3,83559.5742285117,9.33504248150541,6.95724478248524,"PMi",88380.8477717067,82629.4621846876,5751.38558701913,0.966901848419481
"27",3,83559.5742285117,10.67527669361,8.29747899458981,"P",88380.8477717067,80514.4600871797,7866.38768452703,NA
"28",3,83559.5742285117,11.5777616274448,9.19996392842462,"P",88380.8477717067,7579.79303738578,80801.0547343209,NA
"29",3,83559.5742285117,12.195244952047,9.81744725302684,"P",88380.8477717067,0,88380.8477717067,NA
"30",4,227599.310365716,1.46750329646634,0,"Ma",24359.9699927331,24359.9699927331,0,1
"31",4,227599.310365716,2.99101020926613,1.5235069127998,"P",24359.9699927331,14326.2969139762,10033.6730787569,NA
"32",4,227599.310365716,7.77729716051552,6.30979386404919,"PMi",24846.3844997463,1242.31922498731,23604.065274759,0.980613947766669
"33",4,227599.310365716,10.1478297424644,8.68032644599811,"Ma",97582.0415521439,73977.9762773849,23604.065274759,5.48019728538264
"34",4,227599.310365716,10.722023515431,9.25452021896469,"Ma",260585.121721248,236981.056446489,23604.065274759,2.66284062824757
"35",4,227599.310365716,12.5332126660738,11.0657093696075,"P",260585.121721248,224527.702841054,36057.4188801946,NA
"36",4,227599.310365716,17.4391573527556,15.9716540562892,"PMi",246479.198256832,15903.5859861997,230575.612270632,0.901270033672204
"37",4,227599.310365716,18.3541342879204,16.8866309914541,"P",246479.198256832,0,246479.198256832,NA
"38",5,119227.153292604,3.80308315057678,0,"Ma",12821.6295080955,12821.6295080955,0,1
"39",5,119227.153292604,5.84329696018167,2.04021380960489,"P",12821.6295080955,6778.55989391001,6043.06961418546,NA
"40",5,119227.153292604,6.93947446948159,3.1363913189048,"PMi",13874.1407658894,693.707038294469,13180.4337275949,1.12373551536283
"41",5,119227.153292604,8.09666767402072,4.29358452344394,"Ma",47829.8613162367,34649.4275886417,13180.4337275949,4.97755405649355
"42",5,119227.153292604,9.04596539713145,5.24288224655466,"PMi",46611.1217148732,28254.2248304534,18356.8968844198,0.958519329343128
"43",5,119227.153292604,9.76009081203662,5.95700766145984,"Ma",135730.417027493,117373.520143073,18356.8968844198,2.90169812179658
"44",5,119227.153292604,10.8454889297585,7.04240577918176,"PMi",125491.030597159,7455.88083383834,118035.149763321,0.907032730405919
"45",5,119227.153292604,11.511021741076,7.70793859049922,"P",125491.030597159,0,125491.030597159,NA
"46",6,25381.2015577064,2.10415025416364,0,"Ma",20428.1478382028,20428.1478382028,0,1
"47",6,25381.2015577064,3.22841308495471,1.12426283079107,"PMi",23288.0038817976,21221.0538850708,2066.94999672678,1.1336684471153
"48",6,25381.2015577064,3.37821798617099,1.27406773200735,"Mi",28359.7327766273,26292.7827799005,2066.94999672678,1.23800439956919
"49",6,25381.2015577064,4.80826462238184,2.7041143682182,"PMi",27114.8001674455,22653.815381814,4460.98478563153,0.94537594051275
"50",6,25381.2015577064,5.66887848193852,3.56472822777488,"P",27114.8001674455,20484.4364897797,6630.36367766585,NA
"51",6,25381.2015577064,7.18905368982465,5.08490343566101,"PMi",26223.5821930928,1600.48106491982,24623.101128173,0.941492797990985
"52",6,25381.2015577064,8.26252749127861,6.15837723711497,"P",26223.5821930928,0,26223.5821930928,NA
"53",7,737645.049017927,2.56764768968496,0,"Ma",64079.8875603015,64079.8875603015,0,1
"54",7,737645.049017927,6.1949015963217,3.62725390663674,"PMi",85762.30774126,77023.9663442675,8738.34139699246,1.3145465389638
"55",7,737645.049017927,7.48347302556936,4.9158253358844,"P",85762.30774126,69395.4845331458,16366.8232081142,NA
"56",7,737645.049017927,8.44794238541372,5.88029469572876,"Mi",93481.3223909644,77114.4991828502,16366.8232081142,1.09629033667607
"57",7,737645.049017927,9.19518634197603,6.62753865229107,"PMi",101988.324349704,77629.8102602673,24358.5140894369,1.10543294329328
"58",7,737645.049017927,12.2000321151372,9.63238442545227,"PMi",116164.366499693,84244.2492241182,31920.1172755752,1.16051534021724
"59",7,737645.049017927,12.4626860738272,9.89503838414226,"Mi",105410.824984441,73490.7077088654,31920.1172755752,0.870726853777878
"60",7,737645.049017927,12.76211612165,10.194468431965,"Mi",103297.557452806,71377.4401772307,31920.1172755752,0.96916236184879
"61",7,737645.049017927,14.1101136644504,11.5424659747655,"PMi",102054.119481161,62659.4327154362,39394.6867657246,0.973069558872005
"62",7,737645.049017927,14.7353087643891,12.1676610747041,"Mi",97169.1074361734,57774.4206704489,39394.6867657246,0.917246334064338
"63",7,737645.049017927,15.1284864766138,12.5608387869289,"Mi",92111.9805666472,52717.2938009226,39394.6867657246,0.909367376044193
"64",7,737645.049017927,16.6928376623889,14.125189972704,"P",92111.9805666472,43533.0749411173,48578.9056255298,NA
"65",7,737645.049017927,19.1383723194834,16.5707246297984,"PMi",88996.1750702346,31367.7231063613,57628.4519638733,0.888243625473871
"66",7,737645.049017927,19.3683834275449,16.80073573786,"Mi",89572.336254145,31943.8842902717,57628.4519638733,1.01511817322737
"67",7,737645.049017927,19.3906344047217,16.8229867150367,"Mi",89987.1837402688,32358.7317763955,57628.4519638733,1.01267645833303
"68",7,737645.049017927,19.6307058077694,17.0630581180844,"Ma",504776.312253576,447147.860289702,57628.4519638733,5.6027615867558
"69",7,737645.049017927,21.6400484767497,19.0724007870647,"P",504776.312253576,438842.762334442,65933.5499191338,NA
"70",7,737645.049017927,22.5847037626526,20.0170560729676,"Mi",464022.941172557,398089.391253423,65933.5499191338,0.891783630529468
"71",7,737645.049017927,23.5360457242145,20.9683980345295,"Mi",405819.532150358,339885.982231224,65933.5499191338,0.849003183335635
"72",7,737645.049017927,24.8683059000059,22.3006582103209,"PMi",377394.368699306,303705.707025576,73688.6616737295,0.909069209113976
"73",7,737645.049017927,25.9495197753992,23.3818720857142,"Ma",1034121.98190736,960433.320233628,73688.6616737295,2.72553458985867
"74",7,737645.049017927,26.353361571043,23.785713881358,"Mi",945717.910302084,872029.248628354,73688.6616737295,0.905987289473771
"75",7,737645.049017927,26.5082098786589,23.940562188974,"Mi",924672.111619315,850983.449945585,73688.6616737295,0.975053151610235
"76",7,737645.049017927,27.6600385061977,25.0923908165127,"PMi",848883.322691114,93244.5295601441,755638.79313097,0.905267713224069
"77",7,737645.049017927,28.4577612750347,25.8901135853497,"Mi",841389.416378198,85750.6232472286,755638.79313097,0.884065991348858
"78",7,737645.049017927,28.6510328726818,26.0833851829969,"P",841389.416378198,0,841389.416378198,NA
"79",8,914.999385317056,4.09409345749625,0,"Ma",901.985755740388,901.985755740388,0,1
"80",8,914.999385317056,4.5197332532674,0.425639795771147,"P",901.985755740388,409.655271792683,492.330483947705,NA
"81",8,914.999385317056,4.52202753369256,0.427934076196303,"Mi",913.513996432435,421.183512484729,492.330483947705,1.02342203441757
"82",8,914.999385317056,4.82609249279725,0.731999035301001,"PMi",936.376829470195,0,936.376829470195,1.05093823672511
"83",9,252648.34712316,1.50283177203532,0,"Ma",11514.7651318979,11514.7651318979,0,1
"84",9,252648.34712316,4.19358801330889,2.69075624127356,"PMi",12683.3733974954,1022.16409540804,11661.2093020873,1.08691217307418
"85",9,252648.34712316,6.03784575905863,4.53501398702331,"Ma",75629.3286969928,63968.1193949055,11661.2093020873,5.90867678467962
"86",9,252648.34712316,6.26290909936058,4.76007732732526,"Ma",252430.379473598,240769.170171511,11661.2093020873,3.33401445781487
"87",9,252648.34712316,6.75617009127352,5.2533383192382,"PMi",270220.872308582,245796.006924509,24424.8653840725,1.07115291257221
"88",9,252648.34712316,10.197638767037,8.69480699500164,"P",270220.872308582,233736.151451458,36484.7208571239,NA
"89",9,252648.34712316,13.3954123259521,11.8925805539168,"PMi",268940.465969341,25174.7200546243,243765.745914717,0.957317642643576
"90",9,252648.34712316,14.4563323919,12.9535006198647,"P",268940.465969341,0,268940.465969341,NA
"91",10,129154.978521579,2.50955996979176,0,"Ma",30958.2258516489,30958.2258516489,0,1
"92",10,129154.978521579,4.22740429312084,1.71784432332908,"Mi",30515.4805886096,30515.4805886096,9.09494701772928e-12,0.977351335496334
"93",10,129154.978521579,5.33035905726594,2.82079908747419,"Mi",32554.3136239407,32554.3136239407,9.09494701772928e-12,1.06100377461081
"94",10,129154.978521579,6.51885273313224,4.00929276334049,"PMi",31229.2061804231,21257.484177897,9971.72200252614,0.95366773464795
"95",10,129154.978521579,6.71615698881762,4.20659701902587,"Mi",35050.4050029978,25078.6830004717,9971.72200252614,1.17814802417054
"96",10,129154.978521579,7.23051739321098,4.72095742341922,"Mi",33467.5244543826,23495.8024518564,9971.72200252614,0.93348954688356
"97",10,129154.978521579,7.33483904035393,4.82527907056218,"Ma",194475.473307521,184503.751304995,9971.72200252614,5.80787086807967
"98",10,129154.978521579,8.47580200567782,5.96624203588607,"P",194475.473307521,175531.670122894,18943.8031846264,NA
"99",10,129154.978521579,10.313984094126,7.80442412433423,"Mi",174770.815528396,155827.01234377,18943.8031846264,0.873165970395143
"100",10,129154.978521579,11.1776911403839,8.66813117059214,"Mi",162222.09931017,143278.296125544,18943.8031846264,0.915028316329135
"101",10,129154.978521579,11.3541957736685,8.84463580387671,"PMi",141608.090413431,21254.8104935438,120353.279919887,0.855262837960099
"102",10,129154.978521579,11.8056685591027,9.29610858931096,"Mi",139486.77357599,19133.4936561033,120353.279919887,0.885544322464563
"103",10,129154.978521579,12.075155291119,9.5655953213272,"Mi",137378.38391915,17025.1039992633,120353.279919887,0.880233637206253
"104",10,129154.978521579,12.4532225031682,9.94366253337644,"PMi",136339.183539137,0,136339.183539137,0.923986063137706
"105",11,80201.2921797119,1.96749808985534,0,"Ma",54394.2469418327,54394.2469418327,0,1
"106",11,80201.2921797119,4.74664330467155,2.77914521481621,"Mi",63760.1223976546,63760.1223976546,-3.63797880709171e-12,1.15616785893017
"107",11,80201.2921797119,5.82670959517856,3.85921150532323,"P",63760.1223976546,54957.2358723995,8802.88652525504,NA
"108",11,80201.2921797119,5.82777154488571,3.86027345503037,"Mi",81012.2483906135,72209.3618653584,8802.88652525504,1.30605037891711
"109",11,80201.2921797119,6.47729912553997,4.50980103568463,"Mi",88571.3564051979,79768.4698799428,8802.88652525504,1.1007453361505
"110",11,80201.2921797119,7.29594540379666,5.32844731394133,"Mi",99468.942344888,90666.0558196329,8802.88652525504,1.13157166456201
"111",11,80201.2921797119,7.85684500656836,5.88934691671302,"Mi",109067.61062402,100264.724098765,8802.88652525504,1.10253260739916
"112",11,80201.2921797119,8.6704670771333,6.70296898727796,"Mi",100140.394047299,91337.5075220444,8802.88652525504,0.906948657621715
"113",11,80201.2921797119,10.036176949474,8.06867885961871,"PMi",91162.3723030975,69606.6093862557,21555.7629168418,0.894979549001099
"114",11,80201.2921797119,11.1139062132003,9.14640812334501,"Mi",89719.7968773291,68164.0339604873,21555.7629168418,0.972416444993002
"115",11,80201.2921797119,11.921657035016,9.95415894516066,"Mi",87050.8516644604,65495.0887476186,21555.7629168418,0.955748547416084
"116",11,80201.2921797119,12.8417379095024,10.874239819647,"Mi",84898.8242199364,63343.0613030946,21555.7629168418,0.961251101029491
"117",11,80201.2921797119,12.9700908439714,11.002592754116,"P",84898.8242199364,7508.78136437852,77390.0428555579,NA
"118",11,80201.2921797119,14.0413201763827,12.0738220865274,"PMi",85057.0742887386,0,85057.0742887386,0.954002770137309
"119",12,26472.0412955559,7.03880223596228,0,"Ma",33622.9682926726,33622.9682926726,0,1
"120",12,26472.0412955559,8.74174846182717,1.7029462258649,"Mi",32820.0214922555,32820.0214922555,4.54747350886464e-13,0.967924321129008
"121",12,26472.0412955559,8.88906384259557,1.85026160663329,"Mi",47722.9989309795,47722.9989309795,4.54747350886464e-13,1.45302180472195
"122",12,26472.0412955559,9.80659761581854,2.76779537985626,"Mi",43103.9838260349,43103.9838260349,4.54747350886464e-13,0.899118527564008
"123",12,26472.0412955559,10.1283455933407,3.08954335737847,"PMi",46540.8855746801,44437.2382536678,2103.64732101227,1.07801662788742
"124",12,26472.0412955559,10.4729492517064,3.43414701574416,"Mi",37904.8414729172,35801.1941519049,2103.64732101227,0.804203512151334
"125",12,26472.0412955559,10.6394179547315,3.60061571876921,"Mi",35539.0741270848,33435.4268060725,2103.64732101227,0.933101558940317
"126",12,26472.0412955559,10.8130677057767,3.77426546981438,"Mi",28633.7249680533,26530.077647041,2103.64732101227,0.79273617557321
"127",12,26472.0412955559,10.985741003682,3.94693876771968,"Mi",35121.9320278129,33018.2847068006,2103.64732101227,1.24342921733422
"128",12,26472.0412955559,11.137887171069,4.0990849351067,"Mi",38540.9128236867,36437.2655026745,2103.64732101227,1.10266922817043
"129",12,26472.0412955559,11.3924285924498,4.35362635648752,"PMi",39246.5330201163,35551.1452090797,3695.38781103661,1.01800889627154
"130",12,26472.0412955559,12.5397486972226,5.5009464612603,"Mi",35813.2842784996,32117.8964674629,3695.38781103661,0.897722249666417
