"","claim_no","claim_size","txn_time","txn_delay","txn_type","incurred","OCL","cumpaid","multiplier"
"1",1,138026.812684583,0.754268422734917,0,"Ma",91149.9121985681,91149.912198568,0,1
"2",1,138026.812684583,1.4211462675456,0.666877844810687,"PMi",105381.914785103,104023.492570966,1358.42221413729,1.1561384124598
"3",1,138026.812684583,2.53241187397234,1.77814345123743,"PMi",134833.076666773,132081.62397002,2751.4526967529,1.28312029478897
"4",1,138026.812684583,3.20750095626048,2.45323253352556,"P",134833.076666773,130889.481858856,3943.59480791706,NA
"5",1,138026.812684583,3.42705268236129,2.67278425962637,"P",134833.076666773,129364.139296583,5468.93737018982,NA
"6",1,138026.812684583,3.81304438172063,3.05877595898571,"PMi",141592.568724831,134799.775089109,6792.79363572223,1.0522516680033
"7",1,138026.812684583,4.30888125257648,3.55461282984156,"PMi",129165.578571887,120975.296152831,8190.28241905653,0.907811491935138
"8",1,138026.812684583,5.07916949716229,4.32490107442737,"PMi",110353.712332174,100808.475645444,9545.23668673012,0.844498283220175
"9",1,138026.812684583,5.7493946036881,4.99512618095318,"P",110353.712332174,99421.2710055483,10932.4413266258,NA
"10",1,138026.812684583,6.59829479973408,5.84402637699917,"PMi",135936.39912195,123405.357927489,12531.0411944606,1.2573160303729
"11",1,138026.812684583,7.33528930288728,6.58102088015236,"PMi",137454.817941493,123637.117338059,13817.7006034341,1.01230431842704
"12",1,138026.812684583,7.87170347696903,7.11743505423411,"P",137454.817941493,122227.191684755,15227.6262567377,NA
"13",1,138026.812684583,8.18311293008997,7.42884450735506,"P",137454.817941493,120682.105868518,16772.712072975,NA
"14",1,138026.812684583,8.80609338114099,8.05182495840607,"P",137454.817941493,119380.394891031,18074.4230504622,NA
"15",1,138026.812684583,9.50351792689739,8.74924950416248,"P",137454.817941493,117954.605443584,19500.2124979092,NA
"16",1,138026.812684583,10.2003957313497,9.44612730861481,"P",137454.817941493,9339.93785749262,128114.880084,NA
"17",1,138026.812684583,10.8892057474558,10.1349373247208,"PMi",138026.812684583,0,138026.812684583,1.06124181464772
"18",2,141214.443704319,0.939878295221561,0,"Ma",25870.2566707737,25870.2566707737,0,1
"19",2,141214.443704319,2.46444438140944,1.52456608618788,"PMi",30445.7004744436,26870.5657624721,3575.1347119715,1.17686116770689
"20",2,141214.443704319,4.8612873811602,3.92140908593864,"P",30445.7004744436,23736.7608269465,6708.93964749707,NA
"21",2,141214.443704319,5.65530074002227,4.71542244480071,"PMi",30688.7436877519,20818.3524671287,9870.39122062322,1.01023910613079
"22",2,141214.443704319,7.18777168896345,6.24789339374189,"PMi",31387.5670033407,18736.063000079,12651.5040032616,1.03356765703204
"23",2,141214.443704319,7.62178250517849,6.68190420995693,"Ma",161998.306228656,149346.802225395,12651.5040032616,5.16122534159511
"24",2,141214.443704319,8.65734639895254,7.71746810373098,"PMi",161403.304369835,145969.258705057,15434.0456647777,0.996015971885871
"25",2,141214.443704319,9.03869436226326,8.0988160670417,"PMi",167714.673856231,149479.740309243,18234.933546988,1.04323766211041
"26",2,141214.443704319,10.6222546985563,9.68237640333471,"PMi",158342.001459375,136748.887466544,21593.1139928314,0.937298042012483
"27",2,141214.443704319,11.6551228335055,10.715244538284,"PMi",142104.939585154,116898.609683036,25206.3299021174,0.881263663821805
"28",2,141214.443704319,13.0615767890754,12.1216984938539,"P",142104.939585154,10086.7620619128,132018.177523241,NA
"29",2,141214.443704319,13.8808774063138,12.9409991110922,"PMi",141214.443704319,0,141214.443704319,0.91171637881721
"30",3,39717.4717230039,1.56668598072497,0,"Ma",5453.60175673836,5453.60175673836,0,1
"31",3,39717.4717230039,3.42948881494444,1.86280283421947,"PMi",6962.4081303815,4754.67306192585,2207.73506845564,1.27666236754066
"32",3,39717.4717230039,4.17262250409699,2.60593652337202,"Mi",7546.25521771026,5338.52014925462,2207.73506845564,1.12279437086938
"33",3,39717.4717230039,5.06015111914139,3.49346513841642,"P",7546.25521771026,3249.87653324124,4296.37868446902,NA
"34",3,39717.4717230039,5.80234654733852,4.23566056661355,"Ma",43003.293714714,38706.915030245,4296.37868446902,5.6986269976385
"35",3,39717.4717230039,6.41263549593519,4.84594951521022,"PMi",40129.68061095,33649.0854818278,6480.59512912216,0.925759696903805
"36",3,39717.4717230039,8.02602808259639,6.45934210187142,"P",40129.68061095,31390.2675111202,8739.41309982981,NA
"37",3,39717.4717230039,9.42565121676817,7.8589652360432,"P",40129.68061095,3865.00486016671,36264.6757507833,NA
"38",3,39717.4717230039,10.5116026113415,8.94491663061654,"PMi",39717.4717230039,0,39717.4717230039,0.893348416661925
"39",4,108182.326885781,1.31368198391576,0,"Ma",68412.4713192902,68412.4713192902,0,1
"40",4,108182.326885781,3.15698828197114,1.84330629805537,"PMi",94121.3938425171,87977.4613791226,6143.93246339453,1.37579292236411
