"","claim_no","pmt_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","payment_time","payment_period","payment_size","payment_inflated","payment_delay"
"1",1,1,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,1.4211462675456,2,1358.42221413728,1358.42221413728,0.666877844810687
"2",1,2,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,2.53241187397234,3,1393.03048261561,1393.03048261561,1.11126560642674
"3",1,3,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,3.20750095626048,4,1192.14211116416,1192.14211116416,0.675089082288135
"4",1,4,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,3.42705268236129,4,1525.34256227276,1525.34256227276,0.219551726100809
"5",1,5,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,3.81304438172063,4,1323.85626553241,1323.85626553241,0.385991699359339
"6",1,6,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,4.30888125257648,5,1397.4887833343,1397.4887833343,0.495836870855851
"7",1,7,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,5.07916949716229,6,1354.95426767359,1354.95426767359,0.770288244585811
"8",1,8,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,5.7493946036881,6,1387.20463989567,1387.20463989567,0.670225106525807
"9",1,9,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,6.59829479973408,7,1598.59986783487,1598.59986783487,0.848900196045987
"10",1,10,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,7.33528930288728,8,1286.65940897343,1286.65940897343,0.736994503153195
"11",1,11,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,7.87170347696903,8,1409.92565330366,1409.92565330366,0.536414174081751
"12",1,12,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,8.18311293008997,9,1545.08581623726,1545.08581623726,0.311409453120941
"13",1,13,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,8.80609338114099,9,1301.71097748722,1301.71097748722,0.622980451051019
"14",1,14,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,9.50351792689739,10,1425.78944744697,1425.78944744697,0.697424545756403
"15",1,15,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,10.2003957313497,11,108614.667586091,108614.667586091,0.696877804452331
"16",1,16,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,10.8892057474558,11,9911.93260058237,9911.93260058237,0.688810016106032
"17",2,1,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,2.46444438140944,3,3575.13471197151,3575.13471197151,1.52456608618788
"18",2,2,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,4.8612873811602,5,3133.80493552557,3133.80493552557,2.39684299975076
"19",2,3,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,5.65530074002227,6,3161.45157312615,3161.45157312615,0.79401335886207
"20",2,4,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,7.18777168896345,8,2781.11278263839,2781.11278263839,1.53247094894117
"21",2,5,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,8.65734639895254,9,2782.54166151608,2782.54166151608,1.46957470998909
"22",2,6,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,9.03869436226326,10,2800.88788221029,2800.88788221029,0.381347963310724
"23",2,7,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,10.6222546985563,11,3358.18044584341,3358.18044584341,1.58356033629301
"24",2,8,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,11.6551228335055,12,3613.21590928603,3613.21590928603,1.03286813494928
"25",2,9,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,13.0615767890754,14,106811.847621123,106811.847621123,1.40645395556989
"26",2,10,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,13.8808774063138,14,9196.26618107798,9196.26618107798,0.819300617238362
"27",3,1,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,3.42948881494444,4,2207.73506845564,2207.73506845564,1.86280283421947
"28",3,2,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,5.06015111914139,6,2088.64361601337,2088.64361601337,1.63066230419695
"29",3,3,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,6.41263549593519,7,2184.21644465314,2184.21644465314,1.3524843767938
"30",3,4,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,8.02602808259639,9,2258.81797070765,2258.81797070765,1.6133925866612
"31",3,5,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,9.42565121676817,10,27525.2626509535,27525.2626509535,1.39962313417178
"32",3,6,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,10.5116026113415,11,3452.79597222058,3452.79597222058,1.08595139457333
"33",4,1,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,3.15698828197114,4,6143.93246339453,6143.93246339453,1.84330629805537
"34",4,2,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,6.52755936543313,7,6479.44357514635,6479.44357514635,3.370571083462
"35",4,3,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,8.64633445860451,9,6589.63150358506,6589.63150358506,2.11877509317138
"36",4,4,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,11.4595215475976,12,79907.761478073,79907.761478073,2.81318708899312
"37",4,5,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,12.5342048395988,13,9061.55786558193,9061.55786558193,1.07468329200114
"38",5,1,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,2.57860106938712,3,4277.02866910443,4277.02866910443,0.714381391575129
"39",5,2,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,3.29985034733705,4,3706.22655147991,3706.22655147991,0.721249277949935
"40",5,3,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,3.86891185410003,4,4640.50490323158,4640.50490323158,0.569061506762975
"41",5,4,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,4.78469889422942,5,39953.3080199728,39953.3080199728,0.915787040129389
"42",5,5,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,5.35078253900863,6,4093.88947219022,4093.88947219022,0.566083644779211
