"","claim_no","pmt_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","payment_time","payment_period","payment_size","payment_inflated","payment_delay"
"1",1,1,1,0.734094301005825,232310.088224719,0.65809434160013,23.2149260620516,5.32635241891389,6,13226.3398289859,13226.3398289859,3.93416377630794
"2",1,2,1,0.734094301005825,232310.088224719,0.65809434160013,23.2149260620516,10.0882911280002,11,15685.8585026047,15685.8585026047,4.76193870908627
"3",1,3,1,0.734094301005825,232310.088224719,0.65809434160013,23.2149260620516,18.0219497078487,19,14643.2846078561,14643.2846078561,7.93365857984852
"4",1,4,1,0.734094301005825,232310.088224719,0.65809434160013,23.2149260620516,22.8162549924741,23,170041.893329633,170041.893329633,4.79430528462541
"5",1,5,1,0.734094301005825,232310.088224719,0.65809434160013,23.2149260620516,24.6071147046576,25,18712.7119556397,18712.7119556397,1.79085971218349
"6",2,1,1,0.333071983419359,237675.12440153,0.739145531607306,22.1491962898109,3.45645115149199,4,14014.0537763859,14014.0537763859,2.38423363646533
"7",2,2,1,0.333071983419359,237675.12440153,0.739145531607306,22.1491962898109,6.33927346904473,7,14287.560868102,14287.560868102,2.88282231755273
"8",2,3,1,0.333071983419359,237675.12440153,0.739145531607306,22.1491962898109,13.3716180315488,14,12934.4535420094,12934.4535420094,7.03234456250409
"9",2,4,1,0.333071983419359,237675.12440153,0.739145531607306,22.1491962898109,19.758658548693,20,181930.074695223,181930.074695223,6.38704051714413
"10",2,5,1,0.333071983419359,237675.12440153,0.739145531607306,22.1491962898109,23.2214138048376,24,14508.9815198101,14508.9815198101,3.46275525614462
"11",3,1,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,4.0463179893921,5,1470.37290226338,1470.37290226338,2.62695765767078
"12",3,2,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,5.89426796686071,6,1886.78868764291,1886.78868764291,1.84794997746861
"13",3,3,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,8.38705665869703,9,2188.79567165271,2188.79567165271,2.49278869183632
"14",3,4,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,9.72930424217682,10,2006.1273514934,2006.1273514934,1.34224758347979
"15",3,5,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,10.6331449370539,11,68871.7819886152,68871.7819886152,0.903840694877127
"16",3,6,1,0.515063329832628,83559.5742285117,0.904297001888698,9.83219554634636,11.2515558780677,12,7135.70762684408,7135.70762684408,0.618410941013741
"17",4,1,1,0.743974646320567,227599.310365716,0.419227607756658,16.911998989939,2.68899786028633,3,9886.19440214797,9886.19440214797,1.52579560620911
"18",4,2,1,0.743974646320567,227599.310365716,0.419227607756658,16.911998989939,7.48247502728622,8,13057.8259784919,13057.8259784919,4.79347716699989
"19",4,3,1,0.743974646320567,227599.310365716,0.419227607756658,16.911998989939,12.2455351229881,13,11704.1363992851,11704.1363992851,4.76306009570185
"20",4,4,1,0.743974646320567,227599.310365716,0.419227607756658,16.911998989939,17.1588497816578,18,178428.93783954,178428.93783954,4.91331465866977
"21",4,5,1,0.743974646320567,227599.310365716,0.419227607756658,16.911998989939,18.0752012440162,19,14522.2157462513,14522.2157462513,0.916351462358374
"22",5,1,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,4.30246933498186,5,5870.75907123202,5870.75907123202,2.04327872769643
"23",5,2,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,5.40029358065028,6,6896.32443960897,6896.32443960897,1.09782424566842
"24",5,3,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,7.50994899141629,8,4949.75739606812,4949.75739606812,2.10965541076601
"25",5,4,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,9.31217586435279,10,94467.4408448141,94467.4408448141,1.8022268729365
"26",5,5,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,9.9787084745856,10,7042.87154088044,7042.87154088044,0.666532610232807
"27",6,1,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,2.35369183343966,3,2034.17701915687,2034.17701915687,1.12595175842871
"28",6,2,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,3.9359167081789,4,2337.71994219486,2337.71994219486,1.58222487473924
"29",6,3,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,4.79782342781504,5,2109.34237812069,2109.34237812069,0.861906719636137
"30",6,4,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,6.32028232404551,7,17363.6278302828,17363.6278302828,1.52245889623047
"31",6,5,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,7.39536875514612,8,1536.33438795119,1536.33438795119,1.07508643110061
"32",7,1,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,5.61197597614649,6,8474.41452500798,8474.41452500798,3.63270296107836
"33",7,2,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,6.90248316617919,7,7351.03222716726,7351.03222716726,1.2905071900327
"34",7,3,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,8.61676790970115,9,7636.04768093088,7636.04768093088,1.71428474352196
"35",7,4,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,11.6261277225817,12,7118.41477819836,7118.41477819836,3.00935981288052
"36",7,5,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,13.5390786983585,14,6970.25767906769,6970.25767906769,1.91295097577685
"37",7,6,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,16.1256826021527,17,8455.74556780279,8455.74556780279,2.58660390379421
"38",7,7,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,18.5748910719519,19,8231.49058699723,8231.49058699723,2.44920846979913
"39",7,8,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,21.0803253806813,22,7461.35538018793,7461.35538018793,2.50543430872941
"40",7,9,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,24.3134324645633,25,6856.77873206652,6856.77873206652,3.23310708388202
"41",7,10,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,27.109358960499,28,594678.650084084,594678.650084084,2.7959264959357
"42",7,11,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,28.1018420516198,29,74410.8617764166,74410.8617764166,0.992483091120842
"43",8,1,1,0.216567310970277,914.999385317056,1.29250871550866,0.733098683325989,1.93535524107197,2,481.436603538724,481.436603538724,0.426279214593037
"44",8,2,1,0.216567310970277,914.999385317056,1.29250871550866,0.733098683325989,2.24217470980493,3,433.562781778332,433.562781778332,0.306819468732953
"45",9,1,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,3.74243599682921,4,11421.6065636056,11421.6065636056,2.69479843893196
"46",9,2,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,6.30886772238217,7,12343.8045842925,12343.8045842925,2.56643172555296
"47",9,3,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,9.75550635609618,10,11466.1268467372,11466.1268467372,3.44663863371401
"48",9,4,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,12.9580837811489,13,193980.840151243,193980.840151243,3.20257742505272
"49",9,5,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,14.0205976178519,15,23435.9689772819,23435.9689772819,1.06251383670298
"50",10,1,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,5.77622272407604,6,9655.04604305504,9655.04604305504,4.01531573694591
"51",10,2,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,7.73611183028093,8,8603.39487233503,8603.39487233503,1.95988910620489
"52",10,3,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,10.6188296750387,11,95866.4252507806,95866.4252507806,2.88271784475778
"53",10,4,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,11.7195074211576,12,15030.112355408,15030.112355408,1.10067774611891
"54",11,1,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,5.31224157341696,6,8552.58556343582,8552.58556343582,3.8650090188515
"55",11,2,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,9.52803261427373,10,12134.7250048434,12134.7250048434,4.21579104085677
"56",11,3,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,12.4663539908359,13,52361.8120430181,52361.8120430181,2.93832137656217
"57",11,4,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,13.5391925811327,14,7152.16956841464,7152.16956841464,1.0728385902968
"58",12,1,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,6.41237691478748,7,2000.76717499017,2000.76717499017,3.09418463432996
"59",12,2,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,7.67835888685463,8,1504.45102016669,1504.45102016669,1.26598197206715
"60",12,3,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,9.18064137231914,10,21623.9621730754,21623.9621730754,1.50228248546451
"61",12,4,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,10.926488385107,11,1342.86092732361,1342.86092732361,1.74584701278781
"62",13,1,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,5.26261344314293,6,4107.51806514712,4107.51806514712,3.86889344473265
"63",13,2,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,9.77971469504254,10,4192.02716040266,4192.02716040266,4.51710125189961
"64",13,3,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,12.915740869396,13,37722.3708918678,37722.3708918678,3.13602617435349
"65",13,4,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,13.9885781452532,14,4350.04449404994,4350.04449404994,1.07283727585721
"66",14,1,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,4.64996241009396,5,31213.0812104205,31213.0812104205,3.10965175867633
"67",14,2,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,7.31052051095631,8,33934.5376570527,33934.5376570527,2.66055810086235
"68",14,3,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,9.67402442134173,10,627769.082620769,627769.082620769,2.36350391038542
"69",14,4,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,10.4582364911788,11,45682.8536761382,45682.8536761382,0.784212069837032
"70",15,1,1,0.00227296608500183,66231.2395823302,0.549055317955019,10.9737069833436,4.34276124128517,5,6636.21099300518,6636.21099300518,3.79143295724514
"71",15,2,1,0.00227296608500183,66231.2395823302,0.549055317955019,10.9737069833436,6.70630799115457,7,5899.49478546588,5899.49478546588,2.36354674986941
"72",15,3,1,0.00227296608500183,66231.2395823302,0.549055317955019,10.9737069833436,8.3164243677407,9,5619.14957172819,5619.14957172819,1.61011637658613
"73",15,4,1,0.00227296608500183,66231.2395823302,0.549055317955019,10.9737069833436,10.2064028956807,11,41755.4136289906,41755.4136289906,1.88997852793996
"74",15,5,1,0.00227296608500183,66231.2395823302,0.549055317955019,10.9737069833436,11.5250352673836,12,6320.97060314033,6320.97060314033,1.31863237170295
"75",16,1,1,0.608937452547252,40507.2135317702,0.349249725418678,11.2123069663973,5.44124587031249,6,5414.97292815423,5414.97292815423,4.48305869234656
"76",16,2,1,0.608937452547252,40507.2135317702,0.349249725418678,11.2123069663973,8.73561797452848,9,5140.36893790511,5140.36893790511,3.29437210421598
