"","claim_no","occurrence_period","occurrence_time","claim_size","notidel","setldel","no_payment"
"1",1,1,0.734094301005825,138026.812684583,0.0201741217290913,10.1349373247208,16
"2",2,1,0.333071983419359,141214.443704319,0.606806311802202,12.9409991110922,10
"3",3,1,0.515063329832628,39717.4717230039,1.05162265089234,8.94491663061654,6
"4",4,1,0.743974646320567,108182.326885781,0.569707337595196,11.220522855683,5
"5",5,1,0.619159240042791,56670.957615979,1.2450604377692,3.48656286119664,5
"6",6,1,0.62624534452334,12064.1729505139,1.74643927209631,3.68392518577402,3
"7",7,1,0.217157698236406,490863.618024292,0.738596667978156,27.3639345814882,7
"8",8,1,0.216567310970277,543.645993718094,0.351795549765792,1.21213400209628,2
"9",9,1,0.388945028651506,150110.76940277,0.566040230891209,20.0843807147935,6
"10",10,1,0.942455691983923,141196.640669346,0.600222096645314,15.6166359117786,5
"11",11,1,0.962608013767749,47651.5196449083,0.959055049820276,9.73487250766713,4
"12",12,1,0.73985527921468,10695.2695381318,0.390123251147572,3.50747291925222,3
"13",13,1,0.73324590572156,16759.9327519659,0.397098847298829,6.5629014396868,4
"14",14,1,0.535761289997026,298409.980364963,1.34820194802761,18.9609518043614,4
"15",15,1,0.00227296608500183,36203.1283789391,2.49346724449618,8.43976682473187,4
"16",16,1,0.608937452547252,26955.4000487897,0.454152954250523,5.86289739927414,4
"17",17,1,0.836801559431478,14494.0829354944,0.706250979677408,4.39676051132356,3
"18",18,1,0.751522562699392,15704.812262046,1.11803996747452,5.40964851260177,4
"19",19,1,0.452731572557241,64275.9433937966,0.440849418028248,9.55782319204992,5
"20",20,1,0.535789993824437,2572.85803141387,0.102628721974533,1.17475320997612,1
"21",21,1,0.53737669531256,145907.197531628,1.34154304519072,19.7284277499952,4
"22",22,1,0.00138084357604384,42822.38256405,1.32194726084579,11.3154293977516,4
"23",23,1,0.355665953829885,283129.962475688,0.145657927214088,15.9534660834479,12
"24",24,1,0.612133090151474,200758.231061934,0.978879766137049,18.1704469032955,5
"25",25,1,0.828942130552605,466067.076931458,2.4773246926552,23.9344148021795,9
"26",26,1,0.356721999356523,2731.85169439062,0.419507868110036,1.20242593747607,1
"27",27,1,0.410635125823319,85226.6870552492,1.72814192631024,12.6273253458705,7
"28",28,1,0.573475898941979,14035.7095615194,0.504149345480465,4.17974797475705,3
"29",29,1,0.589678303571418,85344.4576767071,0.352181553342475,10.9816462243713,4
"30",30,1,0.719657292356715,9015.27692104949,0.782065170915193,3.90031970135932,2
"31",31,1,0.394973045215011,43424.1830256611,0.436159371497,10.9057763594492,11
"32",32,1,0.919203929137439,85095.8214603387,0.735739031494339,10.2148304201799,13
"33",33,1,0.962570293573663,145.203512219604,1.06173456946442,0.434066030572701,1
"34",34,1,0.233523525530472,121127.005697848,2.53978093575075,6.98018346055979,8
"35",35,1,0.724497599992901,58327.4520888214,1.09891983373611,11.9464519569088,7
"36",36,1,0.903634525137022,17157.6648068555,0.81374083192712,8.35171514313102,5
"37",37,1,0.603474084753543,36162.7804389757,0.293447938159443,6.77942487230586,6
"38",38,1,0.631507298909128,10757.5834458649,0.595191227575519,3.64433248587937,3
"39",39,1,0.937385849654675,803.781135851183,0.855980171039836,0.68374626163062,1
"40",40,1,0.850482750684023,38680.7738255649,0.886764154769081,7.06102394582744,4
"41",41,1,0.579820899059996,589445.689072098,0.83194057831492,18.5078502814609,9
"42",42,1,0.821403923910111,61788.2762878951,0.747399287612095,12.131111836619,7
"43",43,1,0.113718609092757,67513.4096431046,1.46064054872941,9.59110355462363,5
"44",44,1,0.764507758663967,1327.47108182877,0.333333680578966,0.889427980555012,1
"45",45,1,0.623613457195461,2637.43151873789,1.04627791934032,1.08940747448871,1
"46",46,1,0.148446606704965,6965.37587522674,1.33351317039113,1.89169311499526,2
"47",47,1,0.0802644665818661,117970.57120079,0.600007655893253,11.4515302825779,5
"48",48,1,0.464069551322609,16445.7780482597,1.14386790700205,3.46244124180337,5
"49",49,1,0.779368161456659,82866.2379768502,0.330036743760984,13.1787947067712,5
"50",50,1,0.73352795955725,32143.0348911271,1.99275177126945,9.99064955634113,6
"51",51,1,0.817230444401503,81436.8375530028,1.71032817365277,8.31439145809489,7
"52",52,1,0.170162481255829,10069.7110303123,0.196300162675711,4.30195592664333,3
"53",53,1,0.94472032552585,10532.4524027023,1.03552605794234,3.14550485899273,3
"54",54,1,0.293623841367662,71565.5517120487,1.43898579044906,8.85605081843105,4
"55",55,1,0.149072052445263,36616.5913616053,0.513441727988918,5.69480744365228,5
"56",56,1,0.719378591282293,573.769721781208,1.38198233660798,0.838186339464382,2
"57",57,1,0.324085952481255,201252.191884452,0.735829347541632,9.00903253672506,5
"58",58,1,0.778809498529881,524.13238914527,0.405251912219432,1.21271256531357,2
"59",59,1,0.394441001815721,100931.361373373,0.232721548108816,13.7597457123888,7
"60",60,1,0.67859286791645,208824.205975879,0.864357725674474,20.7826504336904,5
"61",61,1,0.775825042743236,13130.8508495708,1.31619149581465,5.75589685237112,3
"62",62,1,0.187869044020772,1671.32082802318,0.781681418406699,0.746893002252094,1
"63",63,1,0.0290858189109713,26267.9837450263,0.794189454645484,6.68563488339298,5
"64",64,1,0.135713797062635,21559.0900056566,0.72199675551905,5.63306509528614,6
"65",65,1,0.680164178134874,11137.5136627239,1.2994719859029,2.14758923785311,3
"66",66,1,0.9348229537718,2800.28990616293,0.952234255425987,1.39446208047494,2
"67",67,1,0.550494084367529,4306.3040386914,0.230126707733175,0.941464547364797,2
"68",68,1,0.601766235427931,33950.0711377901,1.80736600586557,3.01207402680379,4
"69",69,1,0.19699448812753,19560.0758654977,1.86173961867793,6.94699309060634,4
"70",70,1,0.535236610565335,829930.051763611,1.16926536358113,20.1329127852535,10
"71",71,1,0.179555739276111,3127.63997050233,0.420276605385992,1.35782825834755,1
"72",72,1,0.451886494411156,129845.482526774,0.339594692020726,13.5339708604706,5
