"","claim_no","claim_size","txn_time","txn_delay","txn_type","incurred","OCL","cumpaid","multiplier"
"1",1,138026.812684583,0.772275320775444,0,"Ma",91004.3635753542,91004.3635753542,0,1
"2",1,138026.812684583,1.43915316558613,0.666877844810687,"PMi",105561.575548303,104193.440350603,1368.13519769941,1.1561384124598
"3",1,138026.812684583,2.55041877201287,1.77814345123743,"PMi",135805.9373164,133027.071378834,2778.86593756565,1.28312029478897
"4",1,138026.812684583,3.22550785430101,2.45323253352556,"P",135805.9373164,131815.739882515,3990.19743388462,NA
"5",1,138026.812684583,3.44505958040182,2.67278425962637,"P",135805.9373164,130264.159018327,5541.77829807238,NA
"6",1,138026.812684583,3.83105127976115,3.05877595898571,"PMi",143519.488136997,136628.505404365,6890.98273263239,1.0522516680033
"7",1,138026.812684583,4.32688815061701,3.55461282984156,"PMi",131245.686141176,122926.956178997,8318.72996217924,0.907811491935138
"8",1,138026.812684583,5.09717639520282,4.32490107442737,"PMi",112558.751255181,102850.440555327,9708.31069985432,0.844498283220175
"9",1,138026.812684583,5.76740150172862,4.99512618095318,"P",112558.751255181,101423.056984781,11135.6942703999,NA
"10",1,138026.812684583,6.61630169777461,5.84402637699917,"PMi",139703.250485117,126915.727142303,12787.5233428144,1.2573160303729
"11",1,138026.812684583,7.35329620092781,6.58102088015236,"PMi",141781.223377751,127659.338535167,14121.8848425838,1.01230431842704
"12",1,138026.812684583,7.88971037500956,7.11743505423411,"P",141781.223377751,126193.25259589,15587.9707818611,NA
"13",1,138026.812684583,8.2011198281305,7.42884450735506,"P",141781.223377751,124584.14396038,17197.0794173709,NA
"14",1,138026.812684583,8.82410027918152,8.05182495840607,"P",141781.223377751,123224.307248276,18556.9161294757,NA
"15",1,138026.812684583,9.52152482493792,8.74924950416248,"P",141781.223377751,121729.70000264,20051.5233751115,NA
"16",1,138026.812684583,10.2184026293903,9.44612730861481,"P",141781.223377751,7479.10202124875,134302.121356502,NA
"17",1,138026.812684583,10.9072126454963,10.1349373247208,"PMi",144763.991275839,0,144763.991275839,1.06124181464772
"18",2,141214.443704319,1.47687974763059,0,"Ma",25818.1478214039,25818.1478214039,0,1
"19",2,141214.443704319,3.00144583381847,1.52456608618788,"PMi",30614.5724371112,26985.9176939998,3628.65474311141,1.17686116770689
"20",2,141214.443704319,5.39828883356923,3.92140908593864,"P",30614.5724371112,23767.2324203442,6847.34001676702,NA
"21",2,141214.443704319,6.1923021924313,4.71542244480071,"PMi",31349.2557350417,21242.0459577681,10107.2097772736,1.01023910613079
"22",2,141214.443704319,7.72477314137248,6.24789339374189,"PMi",32306.4747898817,19309.7350968047,12996.739693077,1.03356765703204
"23",2,141214.443704319,8.15878395758752,6.68190420995693,"Ma",167099.647693719,154102.908000642,12996.739693077,5.16122534159511
"24",2,141214.443704319,9.19434785136156,7.71746810373098,"PMi",167341.414811085,151432.55075156,15908.8640595249,0.996015971885871
"25",2,141214.443704319,9.57569581467229,8.0988160670417,"PMi",174217.603392984,155371.875021728,18845.7283712567,1.04323766211041
"26",2,141214.443704319,11.1592561509653,9.68237640333471,"PMi",165769.982690178,143375.328608409,22394.6540817688,0.937298042012483
"27",2,141214.443704319,12.1921242859146,10.715244538284,"PMi",149508.664195212,123275.987718281,26232.6764769305,0.881263663821805
"28",2,141214.443704319,13.5985782414845,12.1216984938539,"P",149508.664195212,9025.79148805223,140482.872707159,NA
"29",2,141214.443704319,14.4178788587228,12.9409991110922,"PMi",150359.543810778,0,150359.543810778,0.91171637881721
"30",3,39717.4717230039,2.94199072266942,0,"Ma",5475.08844195951,5475.08844195951,0,1
"31",3,39717.4717230039,4.80479355688889,1.86280283421947,"PMi",7054.5985019926,4793.71872788245,2260.87977411015,1.27666236754066
"32",3,39717.4717230039,5.54792724604144,2.60593652337202,"Mi",7671.41144619399,5410.53167208384,2260.87977411015,1.12279437086938
"33",3,39717.4717230039,6.43545586108584,3.49346513841642,"P",7671.41144619399,3254.27304832429,4417.1383978697,NA
"34",3,39717.4717230039,7.17765128928297,4.23566056661355,"Ma",44070.6528550371,39653.5144571674,4417.1383978697,5.6986269976385
"35",3,39717.4717230039,7.78794023787963,4.84594951521022,"PMi",41251.2093965916,34563.9966648626,6687.21273172899,0.925759696903805
"36",3,39717.4717230039,9.40133282454084,6.45934210187142,"P",41251.2093965916,32197.5620816183,9053.64731497331,NA
"37",3,39717.4717230039,10.8009559587126,7.8589652360432,"P",41251.2093965916,3160.41189256423,38090.7975040274,NA
"38",3,39717.4717230039,11.886907353286,8.94491663061654,"PMi",41752.8812999997,0,41752.8812999997,0.893348416661925
"39",4,108182.326885781,1.86845390630536,0,"Ma",68521.647786308,68521.647786308,0,1
"40",4,108182.326885781,3.71176020436073,1.84330629805537,"PMi",95135.81802647,88877.9431274134,6257.87489905656,1.37579292236411
"41",4,108182.326885781,4.24935175240248,2.38089784609712,"Mi",127094.084048452,120836.209149396,6257.87489905656,1.35577402512629
"42",4,108182.326885781,7.05780395621866,5.18935004991331,"Mi",120649.416348714,114391.541449658,6257.87489905656,0.932879959174207
"43",4,108182.326885781,7.08233128782273,5.21387738151737,"P",120649.416348714,107680.884646868,12968.531701846,NA
"44",4,108182.326885781,9.2011063809941,7.33265247468875,"PMi",108315.058401854,88449.7859183163,19865.2724835379,0.874837706532171
"45",4,108182.326885781,12.0142934699872,10.1458395636819,"PMi",115290.37503214,10620.3460586261,104670.028973514,1.06083432142665
"46",4,108182.326885781,12.6767709833536,10.8083170770482,"Mi",114338.209035909,9668.18006239488,104670.028973514,0.875093842046404
"47",4,108182.326885781,13.0889767619884,11.220522855683,"P",114338.209035909,0,114338.209035909,NA
"48",5,56670.957615979,3.34497350852117,0,"Ma",58386.3938831611,58386.3938831611,0,1
"49",5,56670.957615979,4.0593549000963,0.714381391575129,"P",58386.3938831611,54022.5425299198,4363.85135324129,NA
"50",5,56670.957615979,4.78060417804623,1.43563066952506,"PMi",66199.6142287989,58040.7743484226,8158.83988037634,1.13595041167366
